m n xshort ynoraml zshort anglelong angleshort anglenormal
  592 1881    0.90471    0.26836    0.87942    1.69427    1.48684    0.77900
  592 1882   -0.09710    0.51840    0.16381    0.26957    1.99326    2.03227
  593  681   -1.03007    0.53677    0.84771    1.37902    1.71904    0.94155
  593 1154    0.13634    0.45872    0.00231    0.20050    0.72293    0.73681
  593 1264   -0.55840    0.23499    0.05619    0.08345    0.08722    0.02552
  593 1347   -0.17516    0.43909    0.03857    0.23351    2.51268    2.54806
  593 1408   -0.00646    0.12781    1.00906    1.54564    0.54178    1.59662
  593 1623   -0.60942    0.17663    0.80054    1.76814    0.25351    1.79394
  593 1764   -0.43916    0.24597    0.25078    0.11890    0.78580    0.77587
  593 1997   -0.21731    0.09618    1.08439    1.63112    0.63238    1.78470
  593 2100    0.60720    0.19959    0.16097    0.05881    0.06620    0.04775
  594  721    0.45967    0.13056    0.40540    2.82396    1.36116    1.83143
  594  817   -0.20784    0.18360    1.34562    2.68547    1.58391    1.65144
  594 1068    0.13639    0.13732    1.50139    0.45997    0.58698    0.75440
  594 1239    1.04416    0.06393    1.05820    0.51370    2.70044    2.62138
  594 1368    0.02607    0.53757    0.15956    3.09227    2.30881    0.83307
  594 1380    0.41479    0.71460    0.74594    1.66663    1.70057    1.64874
  594 1447    1.39661    0.05562    0.38919    2.18532    0.86041    2.60419
  594 1512    0.03608    0.46100    0.00055    2.94813    2.21180    0.94839
  594 1589   -0.42618    0.32995    0.20944    0.39920    2.72375    3.01790
  594 1888    0.66493    0.61471    1.22859    2.65526    0.57418    2.67692
  594 2002    0.25816    0.65691    1.47592    0.39617    1.75141    1.68169
  594 2016   -0.44435    0.03276    0.31655    0.31480    1.82409    1.86337
  595  787    0.56756    0.08604    0.94295    1.97249    1.71195    0.78044
  595  831   -0.05750    0.50389    0.28565    0.13343    1.22048    1.22579
  595 1145    0.64760    0.30270    0.17796    1.70521    2.17635    0.97178
  595 1248   -0.01691    0.08750    1.21303    2.26773    0.97228    1.86548
  595 1317   -0.41018    0.36653    0.06029    2.90441    0.39444    2.81798
  595 1805   -0.46019    0.10934    0.18371    2.90517    1.21660    1.95250
  595 2078    0.42114    0.16012    0.61621    1.85899    1.66705    0.69363
  596  895   -0.43320    0.41799    1.43621    0.31030    1.30250    1.27144
  596 1172    0.00863    0.64415    1.48376    0.34595    1.02402    1.07421
  596 1378   -0.02958    0.00697    1.41217    0.45081    1.12632    1.23355
  596 1381    0.03776    0.40300    0.02380    0.31959    2.56773    2.66894
  596 1754    0.46284    0.33862    0.23191    0.17226    0.17437    0.05916
  596 1761   -0.04160    0.47468    0.14027    2.81814    1.24684    1.94966
  596 1898   -0.54209    0.91476    1.00803    1.67283    1.50012    1.39184
  596 2050    0.45576    0.16125    0.26730    0.38441    2.29314    2.39513
  596 2055   -0.51932    0.41658    0.19508    0.17532    0.81224    0.82266
  596 2140   -0.93402    0.04151    0.58657    1.77780    0.43341    1.71188
  597  632    0.15492    0.02618    1.31223    1.54551    1.54745    0.06863
  597  633    0.52338    0.41757    0.03994    2.82444    1.34300    1.84724
  597 1168    0.14014    0.42554    0.84664    2.03902    1.28404    1.48621
  597 1524    0.21108    0.38840    1.40953    0.29042    2.79038    2.71932
  597 1544    0.40631    0.59442    0.07962    2.15879    1.50972    2.09392
  597 1639   -0.66943    0.24767    0.46307    0.14208    0.26844    0.29111
  597 1677   -0.36364    0.45430    1.04066    1.44553    1.36013    0.95113
  597 1702   -0.05870    0.49583    0.12028    0.38933    0.92625    1.01478
  597 1725   -0.70471    0.26922    0.30975    0.61618    0.62145    0.10834
  597 1930   -0.83487    0.06026    0.27456    2.76163    0.37312    3.04486
  598  773    0.58022    0.39568    0.45979    1.70623    1.45465    2.94454
  598 1327   -0.66793    0.10399    0.02660    0.40212    2.76005    2.99416
  598 1340   -0.68811    0.58302    0.66276    1.66983    1.87743    1.79377
  598 1385    0.31008    0.77083    1.09286    0.42364    1.50920    1.52229
  598 1616   -0.58374    0.17482    1.01383    1.52517    1.08203    1.64237
  598 1897    0.47419    0.05377    0.90304    1.50243    1.35441    1.46890
  598 1950    0.35400    0.27242    0.44154    0.21481    2.47862    2.45195
  598 2063    0.44647    0.34707    0.33122    0.09598    0.63385    0.64112
  599  703   -0.57079    0.19040    0.25630    0.10999    0.07519    0.08743
  599 1095    0.58691    0.18395    0.02842    3.05303    2.92089    0.23699
  599 1331    0.26278    0.54586    1.17429    2.74657    0.35972    2.94693
  599 1342   -0.05867    0.04617    1.11686    1.76559    1.68941    1.13782
  599 1521    0.33441    0.27543    0.33001    0.26282    2.35962    2.40266
  599 1535   -0.68779    0.18159    0.96623    1.16533    0.76581    0.83786
  599 1584   -1.06353    0.85823    0.32474    1.32459    2.08019    2.22216
  599 1745    0.43967    0.29210    0.15572    0.26372    2.24190    2.28515
  599 1848   -0.82209    0.12929    1.27344    1.84070    1.38221    0.99507
  599 1874   -0.81074    0.58178    1.09484    1.43260    1.33747    0.45585
  599 1939    0.13890    0.43103    0.28571    0.05892    0.63656    0.63374
  599 2154   -0.66435    1.10598    0.34326    1.67245    0.69463    1.91035
  600  624   -0.09702    0.49898    0.00164    0.20633    0.78640    0.80065
  600  775   -0.93657    0.02088    1.28963    0.49892    2.34600    2.51889
  600 1105   -0.10160    0.37699    1.64482    2.60758    1.07249    2.23338
  600 1289    0.38087    0.80273    0.06250    0.27254    1.00646    1.01783
  600 1395    0.21064    0.15281    1.48138    0.53028    2.18385    2.34384
  600 1458   -0.50004    0.32755    0.00850    2.93219    2.97457    0.24868
  600 1796   -0.49782    0.21327    1.40004    2.79089    1.96070    1.19196
  600 1974    0.09612    0.49366    0.00166    0.20808    1.91939    1.93372
  600 2154    0.63263    0.35661    1.33001    2.70857    1.70047    1.51896
  601 1137   -0.59291    0.15740    0.00062    0.20136    0.29070    0.32035
  601 1238    0.50534    0.25475    0.12514    2.87815    0.26635    3.08083
  601 1508    1.26577    0.75221    0.17713    1.87152    2.28092    0.90387
  601 1740   -0.22398    0.49484    0.14770    2.80130    1.98816    1.16206
  601 1791   -1.00243    0.11925    1.26588    2.39017    1.77690    1.14424
  601 1926   -0.12830    0.04060    0.95448    1.31867    2.43502    2.06544
  601 1967   -0.22577    0.27628    1.04448    1.69090    1.60742    0.74575
  602  705    0.28596    0.78570    1.14828    2.22634    2.58498    1.07185
  602  828    0.04898    0.26656    1.30765    1.04121    0.47729    1.05244
  602 1113   -0.24835    0.76518    1.15850    1.21101    2.39631    1.96507
  602 1443   -0.55330    0.33540    1.29016    0.93272    2.71003    2.09898
  602 1516    0.24859    0.44331    0.20575    3.01876    2.38222    0.75734
  602 1625   -0.10404    0.52070    0.10985    0.13246    1.15690    1.16343
  602 1757    0.64580    0.19800    0.04653    0.45465    2.72322    2.96587
  602 2094   -0.12291    0.12541    0.93313    1.66950    1.48484    1.93761
  603  627    0.22034    0.79388    0.64494    1.97493    0.61039    1.87441
  603  734   -1.04310    0.28988    0.19977    1.39917    1.37690    0.26365
  603  826    0.23392    0.13447    1.52100    0.23273    1.43750    1.41056
  603  989    0.45336    0.14770    0.36200    2.91603    2.55531    0.62889
  603 1053   -0.19978    0.17439    1.33292    2.90997    2.55936    0.58492
  603 1341   -0.11312    0.43445    0.10513    2.97676    2.46903    0.69143
  603 1408   -0.71151    0.14740    1.23586    2.58806    1.48669    1.80625
  603 1686   -1.07771    0.24847    0.05438    1.58753    1.44875    1.51340
  603 2030   -0.62238    0.37952    1.09096    1.53046    1.53691    2.65300
  603 2068    1.17259    0.17059    0.37533    1.39922    1.29128    1.34152
  603 2079   -1.09777    0.34580    0.65819    1.66780    1.84167    1.24326
  603 2085   -0.95139    0.26103    0.53874    1.40206    1.34336    0.56191
  603 2120    1.25668    0.12758    0.52928    1.49330    1.65466    2.93881
  603 2148    0.09557    0.31515    1.47715    0.14828    1.15213    1.15377
  603 2153   -0.52093    0.25754    0.36175    0.44069    2.69771    3.08723
  604  862   -0.13466    0.09798    1.50068    2.99717    2.86541    0.23568
  604  907    0.56809    0.35050    1.06054    1.79290    1.48703    0.80113
  604  925   -0.63485    0.57834    1.46693    2.38038    0.72334    2.85145
  604 1032    0.38407    0.32333    0.18955    0.21802    1.32356    1.34507
  604 1239   -0.69866    0.10051    1.46482    0.53365    0.90990    0.99909
  604 1301   -0.06296    0.48222    0.05911    2.92492    1.73972    1.42544
  604 1433   -0.03588    0.32031    1.37385    0.20044    2.53219    2.55911
  604 2016    0.52956    0.25454    0.01705    0.10882    0.04085    0.10144
  604 2043   -1.10286    0.29351    1.25481    2.44318    0.69249    2.89835
  604 2105   -1.39976    0.09409    0.07504    1.23328    1.16616    0.85049
  604 2155    0.47776    0.31197    0.08716    2.83238    0.31642    3.02128
  604 2157    1.35072    0.17434    0.25202    1.55881    1.54916    2.54350
  605 1358   -0.56717    0.22169    0.08095    2.77578    0.36323    3.07787
  605 1399    0.05440    0.40068    1.27504    0.65592    2.08042    1.87149
  605 1478    0.08335    0.06368    1.42979    2.81259    1.84888    1.23789
  605 1882    0.42884    0.22600    0.02485    3.05056    2.10191    1.04369
  605 2051   -0.67312    0.18316    0.77072    2.31187    1.20847    2.25905
  605 2096    0.75794    0.25539    1.02828    0.73693    2.48889    2.80445
  606  817    0.07916    0.49665    0.20885    2.88125    1.02140    2.15971
  606  834   -0.30694    0.58508    1.56537    0.51995    1.63944    1.65788
  606  849   -0.43791    0.04029    1.47970    0.17346    2.77679    2.78550
  606 1090   -0.18357    0.11836    1.62435    2.46212    0.72946    2.67186
  606 1117    0.39182    0.25600    0.11902    2.86551    2.18017    0.91485
  606 1196   -0.46532    0.17721    0.26588    3.00065    2.20181    0.95005
  606 1226   -0.97560    0.00737    1.09480    2.96592    0.78759    2.36922
  606 1299    0.50449    0.20514    1.27014    0.01615    2.07716    2.07703
  606 1359    0.54092    0.28151    0.09545    0.28017    0.37167    0.30408
  606 1368   -0.04158    0.36238    1.34178    2.89548    2.75828    0.30054
  606 1422   -0.05554    0.10419    1.51521    0.29121    0.56410    0.48669
  606 2034   -0.70094    0.54736    1.27961    0.36199    0.53685    0.47376
  606 2127    0.10088    0.46224    0.01473    0.20258    0.89412    0.90139
  607  795   -0.36548    0.40555    0.22212    2.93757    3.02359    0.23330
  607  807   -0.70274    0.21789    1.21329    1.93555    2.22953    0.78826
  607 1033   -0.55166    0.08710    0.00364    0.14873    1.85186    1.86338
  607 1054   -0.43420    0.61567    1.10775    1.83628    2.37503    1.19427
  607 1089    0.44241    0.43440    0.22275    2.92111    0.45923    2.73800
  607 1155   -0.10486    0.94986    0.88339    1.81823    2.46658    1.12785
  607 1319   -0.50687    0.56203    0.71255    1.25858    2.20809    1.82011
  607 1848   -0.08237    0.11170    1.92809    2.82259    2.07642    1.03218
  607 1852    0.38658    0.35361    1.67569    0.37889    2.15610    2.13464
  607 1971    0.46378    0.12574    0.09801    0.39583    1.03202    1.11658
  608  618   -0.01558    0.97473    0.18021    1.51715    2.85497    1.58533
  608  802   -0.54522    0.06775    0.16958    2.84241    0.57342    2.61692
  608  810    1.16188    0.13408    0.52209    1.68705    1.64510    0.56516
  608 1111    0.32324    0.96932    0.68658    1.40437    1.89612    1.42405
  608 1150   -1.14841    0.35719    0.15217    1.81680    1.35118    1.41698
  608 1221   -0.31430    0.83081    1.00123    1.35349    2.79267    1.76713
  608 1266   -0.40330    0.94324    0.48674    2.00640    1.46610    1.47823
  608 1363    0.98770    0.34978    0.29450    1.67159    1.42471    0.82010
  608 1449    0.55914    1.01605    0.43409    1.69240    1.90450    1.64560
  608 1645   -0.09428    0.99786    0.90719    1.34863    0.93093    1.41291
  608 1708   -0.83477    0.17982    1.07343    1.66956    1.60113    0.64264
  608 1801    0.06825    1.08876    0.65877    1.57786    0.87133    1.50818
  608 1912    0.09496    1.00705    0.58376    1.33227    0.25149    1.33650
  608 2019    0.96049    0.32097    0.88084    1.69509    1.59849    0.44743
  609  814   -0.37780    0.25821    1.34568    0.72036    1.50604    1.62304
  609  838   -0.44139    0.19406    0.02653    3.00976    2.55576    0.59513
  609 1159    0.63796    0.33849    1.29854    0.72757    1.89291    1.63555
  609 1245    0.52876    0.24050    0.09467    0.15706    0.08730    0.15114
  609 1269    0.28885    0.75096    0.02852    0.43180    1.77991    1.87338
  609 1607   -0.58647    0.26380    0.04506    0.45631    2.69207    3.04302
  609 1762   -0.75686    0.25829    1.35932    0.76700    0.91853    1.03280
  609 1766   -0.49386    0.69253    1.07604    2.54708    0.75189    2.32728
  609 1847   -0.51207    0.48263    0.90689    1.47487    0.38053    1.48538
  609 2098   -0.71486    0.55033    1.02606    1.58484    2.25351    1.57648
  610  645   -0.06702    0.88841    0.56113    1.17244    2.91663    1.99663
  610  680   -0.68406    0.39958    1.05659    0.42487    0.60855    0.43833
  610  708   -0.56023    0.80640    0.81789    1.90728    2.00441    1.60246
  610  776   -0.01767    0.48699    0.06876    2.76256    1.42473    1.78653
  610  785    0.35399    0.96363    0.18572    1.87774    0.18396    1.88380
  610 1073    0.39394    0.80573    0.26698    0.46960    1.99044    2.11058
  610 1309   -0.20332    0.72168    0.99308    1.09324    1.06238    1.62165
  610 1392   -0.64242    0.78818    0.74588    1.68156    2.41854    1.22433
  610 1499    0.47886    0.34294    0.26651    3.05002    2.77519    0.35834
  610 1583    0.05068    0.98135    0.08632    1.38643    2.46162    1.55649
  610 1604    0.09740    0.78498    0.71934    1.69099    2.16775    1.73696
  610 1628   -0.18523    0.57305    1.03365    1.54124    2.19302    1.22939
  610 1736    0.53389    0.08448    0.82133    2.72044    1.96569    1.15213
  610 1836   -0.64532    0.75076    0.71193    1.52785    2.53657    1.44683
  610 1841    0.76824    0.56634    0.18386    1.16308    2.42976    2.00876
  610 1907   -0.97978    0.56168    0.29863    1.79284    1.70624    1.11186
  610 2106   -0.96695    0.69366    0.30087    1.54161    0.98972    1.07752
  611  683   -0.35380    0.84856    0.82772    1.15849    0.29668    1.14312
  611  737   -0.41137    0.24204    0.12523    2.70845    1.03686    2.21116
  611  755   -0.84787    0.65880    0.87101    2.05446    1.88149    1.04031
  611 1013   -0.31508    1.00839    0.37496    0.93473    1.24237    1.07807
  611 1057    0.63970    0.94579    0.06541    0.98255    1.31415    1.14574
  611 1132    0.10208    0.52395    1.23423    1.34008    1.73728    2.69713
  611 1765    0.13591    0.07988    1.15425    1.37578    1.30355    0.37734
  611 1866    0.14495    0.25835    0.67463    2.09612    1.93919    0.58162
  611 1913    0.47610    0.24555    0.01771    0.38439    2.74116    2.99840
